airport_id,name,city,country,iata/faa,icao,latitude,longitude,altitude,timezone,dst,tz
9060,"Ulithi","Ulithi","Micronesia","ULI",\N,10.016699791,139.800003052,10,10,"O","Pacific/Truk"
9061,"Mar-Kuel","Mar-Kuel","Russia","","UHHK",57.2712,132.314,200,11,"N","Asia/Vladivostok"
9062,"Kodinsk","Kodinsk","Russia","","UNKI",58.285,99.055,200,8,"N","Asia/Krasnoyarsk"
9063,"Nanjing Railway Station","Nanjing","China","",\N,32.088583,118.792189,29,8,"N","Asia/Chongqing"
9064,"Balkanabat","Balkanabat","Turkmenistan","BKN",\N,39.481389,54.362778,7,5,"N","Asia/Ashgabat"
9065,"Belmont Airport","Lake Macquarie","Australia","BEO","YPEC",-33.066667,151.648333,5,10,"O","Australia/Sydney"
9066,"Clayton County Tara Field","Hampton","United States","4A7","K4A7",33.389099,-84.332397,874,-5,"A","America/New_York"
9067,"Stapleton International Airport","Denver","United States","","DENX",39.779255,-104.88184,5333,-7,"A","America/Denver"
9068,"Brampton Island","Brampton Island","Australia","BMP","YBPI",-20.804444402073734,149.2794443842832,5,10,"O","Australia/Brisbane"
9069,"Shanghai Maglev Long Yang Road Station","Shanghai","China","",\N,31.202854,121.558335,16,8,"U","Asia/Chongqing"
9070,"Nuernberg Port","Nuernberg","Germany","",\N,49.392222,11.061944,990,1,"E","Europe/Berlin"
9071,"NAS Alameda","Alameda","United States","NGZ","KNGZ",37.7861,-122.3186,10,-8,"U","America/Los_Angeles"
9072,"Stein","Stein","Germany","",\N,49.406324,11.003054,984,1,"E","Europe/Berlin"
9073,"Dippenricht Heliport","Dippenricht","Germany","",\N,49.253972,11.363216,1400,1,"E","Europe/Berlin"
9074,"Lagoon Cove water aerodrome","Lagoon Cove","Canada","",\N,50.6,-126.3167,0,-8,"A","America/Vancouver"
9075,"Endelage West","Endelage","Denmark","","EKEL",55.75616,10.250716,0,1,"E","Europe/Copenhagen"
9076,"Flugplatz St. Johann in Tirol","St. Johann in Tirol","Austria","","LOIJ",47.517222,12.435833,2198,1,"E","Europe/Vienna"
9077,"Echo Bay water aerodrome","Echo Bay","Canada","",\N,50.45,-126.29,0,-8,"A","America/Vancouver"
9078,"Kingcome water aerodrome","Kingcome","Canada","",\N,50.58,-128.11,0,-8,"A","America/Vancouver"
9079,"Thalmaessing Waizenhofen","Thalmaessing","Germany","","EDPW",49.064444,11.208056,1893,1,"E","Europe/Berlin"
9080,"Tcentralny","Taganrog","Russia","","XRRC",47.246,38.84,183,4,"N","Europe/Moscow"
9081,"Buffalo Exchange Street Station","Buffalo","United States","",\N,42.8783,-78.8738,600,-5,"A","America/New_York"
9082,"Wilmington Amtrak Station","Wilmington","United States","ZWI",\N,39.736667,-75.551667,0,-5,"A","America/New_York"
9083,"Vagaru Island","Viceroy Resort","Maldives","",\N,6.089305,73.203857,5,5,"N","Indian/Maldives"
9084,"Fort McMurray - Mildred Lake Airport","Fort McMurray","Canada","NML",\N,57.055599,-111.573997,1046,-7,"A","America/Edmonton"
9085,"Genoa Cruise Terminal","Genova","Italy","",\N,44.40725,8.876301,0,1,"E","Europe/Rome"
9086,"Suzhou Industrial Park Railway Station","Suzhou","China","",\N,31.344444,120.706667,7,8,"N","Asia/Chongqing"
9087,"Elkhart Municipal","Elkhart","United States","EKI",\N,41.719444,-86.003333,778,-5,"A","America/New_York"
9088,"Cochrane","Cochrane","Canada","YCN","CYCN",49.106667,-81.015278,852,-5,"A","America/Toronto"
9089,"Aeroporto Estadual Arthur Siqueira","Braganca Paulista","Brazil","BJP","SBBP",-22.979167,-46.5375,3,-3,"S","America/Sao_Paulo"
9090,"Brusselton","Brusselton","Australia","BQB","YBLN",-33.687222,115.400278,55,8,"O","Australia/Perth"
9091,"Srednekolymsk","Srednekolymsk","Russia","","UESK",67.2748,153.4258,98,12,"N","Asia/Magadan"
9092,"Garowe - International","Garowe","Somalia","GGR",\N,8.24,48.29,553,3,"N","Africa/Mogadishu"
9093,"Salt Lake City Intermodal Hub","Salt Lake City","United States","","SLCR",40.762778,-111.908333,0,-7,"A","America/Denver"
9094,"Thorny Bush Game Lodge Airport","Hoedspruit","South Africa","",\N,-24.414722,31.165001,1900,2,"U","Africa/Johannesburg"
9095,"Inverell","Inverell","Australia","IVR","YIVL",-29.888333,151.144167,2667,10,"O","Australia/Sydney"
9096,"Glen Innes","Glen Innes","Australia","GLI","YGLI",-29.675,151.69,3433,10,"O","Australia/Sydney"
9097,"Hangzhou Railway Station","Hangzhou","China","",\N,30.246,120.1784,39,8,"N","Asia/Chongqing"
9098,"Sorrento Valley Station","San Diego","United States","",\N,32.903,-117.225,150,-8,"A","America/Los_Angeles"
9099,"San Diego Union Station","San Diego","United States","",\N,32.716944,-117.168611,50,-8,"A","America/Los_Angeles"
9100,"Petersdorf","Ansbach","Germany","","EDQF",49.216,10.4026,1370,1,"E","Europe/Berlin"
9101,"Venice-Venezia Mestre","Venice","Italy","",\N,45.48189,12.231923,0,1,"E","Europe/Rome"
9102,"Immokalee ","Immokalee ","United States","IMM","KIMM",26.433889,-81.401389,37,-5,"A","America/New_York"
9103,"Maranggo","Sulawesi Tenggara","Indonesia","","WA44",-5.76457,123.917,169,8,"N","Asia/Makassar"
9104,"Rancho San Simeon Airport","Cambria","United States","","66CA",35.607748,-121.110192,320,-8,"A","America/Los_Angeles"
9105,"Port Canaveral","Brevard County","United States","",\N,28.4113919,-80.6081066,0,-5,"A","America/New_York"
9106,"Cococay","Ragged Island","Bahamas","",\N,22.148056,-75.693333,0,-5,"A","America/Nassau"
9107,"Yichun Mingyueshan Airport","Yichun","China","YIC","ZSYC",27.8033,114.3081,131,8,"U","Asia/Chongqing"
9108,"Costa maya port","Costa maya","Mexico","",\N,18.714,-87.709,0,-6,"U","America/Mexico_City"
9109,"Costa maya port","Costa maya","Mexico","",\N,18.714,-87.709,0,-6,"U","America/Mexico_City"
9110,"Fajardo","Fajardo","Puerto Rico","",\N,18.32,-65.65,0,-4,"U","America/Puerto_Rico"
9111,"Billings field","Essex","Canada","",\N,42.199,-82.465,650,-5,"U","America/Toronto"
9112,"Hiberico Offshore Platform","Cuidad del Carmen","Mexico","",\N,19.398611,-92.016111,0,-6,"A",\N
9113,"Alpha offshore platform","Cork","Ireland","",\N,51.400377,-7.901464,0,0,"E",\N
9114,"Peterhof Helicopter Landing area","Saint-Petersburg","Russia","",\N,59.890529,29.894609,0,4,"U","Europe/Moscow"
9115,"Gogland Helicopter Landing","Gogland Island","Russia","",\N,60.011662,27.008236,0,4,"U",\N
9116,"New Carrollton Rail Station","New Carrollton","United States","ZRZ",\N,38.948,-76.8719,39,-5,"A","America/New_York"
9117,"Ship Channel Cay","Ship Channel Cay","Bahamas","",\N,24.819302,-76.824331,0,-5,"A","America/Nassau"
9118,"Walkersville Train Depot","Walkersville","United States","",\N,39.48618333333334,-77.35475,308,-5,"A","America/New_York"
9119,"Seattle Pier 69 - Victoria Clipper","Seattle","United States","",\N,47.613801,-122.354019,7,-8,"A","America/Los_Angeles"
9120,"Dinwiddie County Airport","Petersburg","United States","PTB","KPTB",37.18375,-77.507388,193,-5,"A","America/New_York"
9121,"Mount Aso helipad","Aso","Japan","",\N,32.884308,131.064638,1350,9,"N","Asia/Tokyo"
9122,"Mount Aso helipad","Aso","Japan","",\N,32.884308,131.064638,1350,9,"N","Asia/Tokyo"
9123,"Kasongo Lunda","Kasongo","Congo (Kinshasa)","KGN","FZOK",-6.583333,16.816668,0,1,"U","Africa/Kinshasa"
9124,"McMurdo Station Pegasus Field","McMurdo Station","Antarctica","","NZPG",-77.963333,166.524444,18,12,"Z","Antarctica/South_Pole"
9125,"Klatovy","Klatovy","Czech Republic","","LKKT",49.418327,13.321944,1299,1,"E","Europe/Prague"
9126,"Sheboygan County Memorial Airport","Sheboygan","United States","SBM","KSBM",43.7696,-87.851402,755,-6,"A","America/Chicago"
9127,"Dave Forest Airport","Cloudbreak","Australia","KFE","YFDF",-22.291945,119.437225,1555,8,"N","Australia/Perth"
9128,"Ephraim-Gibraltar Airport","Ephraim","United States","3D2",\N,45.1354167,-87.1879444,773,-6,"A","America/Chicago"
9129,"Kangel Danda Airport","Kangel Danda","Nepal","","VNKL",27.41667,86.64167,6880,5.75,"N","Asia/Katmandu"
9130,"Man Maya Airport","Khanidanda","Nepal","","VNKD",27.19028,86.77167,4435,5.75,"N","Asia/Katmandu"
9131,"Talcha Airport","Rara National Park","Nepal","","VNT1",29.43,81,0,5.75,"N","Asia/Katmandu"
9132,"Bajura Airport","Bajura","Nepal","BJU","VNBR",29.50611,81.66944,4606,5.75,"N","Asia/Katmandu"
9133,"Walkersville Turnaround","Frederick","United States","",\N,39.4449,-77.4012,302,-5,"A","America/New_York"
9134,"Airport Chara","Chara","Russia","","UIAR",56.912765,118.271007,671,10,"N","Asia/Yakutsk"
9135,"Tho Xuan Airport","Thanh Hoa","Vietnam","THD",\N,19.90167,105.46778,0,7,"N","Asia/Saigon"
9136,"Herning","Herning","Denmark","","EKHG",56.197224,9.147222,136,1,"E","Europe/Copenhagen"
9137,"Sonderlandeplatz Schleissheim","Schleissheim","Germany","","EDNX",48.239167,11.561389,1594,1,"E","Europe/Berlin"
9138,"Pinal Airpark","Marana","United States","MZJ","KMZJ",32.509722,-111.325278,1893,-7,"N","America/Phoenix"
9139,"Glendale Municipal Airport","Glendale","United States","GEU","KGEU",33.5269167,-112.2951389,1071,-7,"N","America/Phoenix"
9140,"Safford Regional Airport","Safford","United States","SAD","KSAD",32.8533333,-109.6350833,3179,-7,"N","America/Phoenix"
9141,"Verden Scharnhorst","Verden","Germany","","EDWV",52.965278,9.282778,144,1,"E","Europe/Berlin"
9142,"Mara North","Masai Mara","Kenya","",\N,-1.142636,35.139856,5468,3,"N","Africa/Nairobi"
9143,"Fort Lauderdale-Hollywood International Airport Station at Dania Beach","Dania Beach","United States","",\N,26.061933,-80.16565,9,-5,"A","America/New_York"
9144,"Deerfield Beach Station","Deerfield Beach","United States","",\N,26.316944,-80.122222,13,-5,"A","America/New_York"
9145,"Lecheo","Korinthos","Greece","",\N,37.92592,22.860228,60,2,"E","Europe/Athens"
9146,"Solomon Airport","Solomon","Australia","SLJ","YSOL",-22.255,117.85,2008,8,"N","Australia/Perth"
9147,"Bruck-Nittenau","Nittenau","Germany","","EDNM",49.2225,12.2967,1161,1,"E","Europe/Berlin"
9148,"Kerama Airport","Kerama","Japan","KJP","ROKR",26.168333,127.293333,156,9,"N","Asia/Tokyo"
9149,"Americana","Americana","Brazil","","SDAI",-22.7558,-47.269402,2085,-3,"S","America/Sao_Paulo"
9150,"Brussels Gare Centrale","Brussels","Belgium","",\N,50.84548,4.357174,43,1,"E","Europe/Brussels"
9151,"Comino Airport","Comino","Malta","JCO",\N,36.016,14.333,201,1,"E","Europe/Malta"
9152,"Udine stazione","Udine","Italy","",\N,46.04,13.14,1,1,"E","Europe/Rome"
9153,"Bratislava Hlavna Stanica","Bratislava","Slovakia","",\N,48.08,17.06,1,1,"E","Europe/Vienna"
9154,"Depati Parbo Airport","Sungai Penuh","Indonesia","",\N,1.881071,101.442261,2000,7,"U","Asia/Jakarta"
9155,"Kolosovka","Kolosovka","Russia","",\N,56.2752,73.3641,100,7,"U","Asia/Omsk"
9156,"Ekibastuz airport","Ekibastuz","Kazakhstan","","UASB",51.5723,75.2613,776,6,"N","Asia/Qyzylorda"
9157,"Znamenka airport","Znamenskoe","Russia","",\N,57.1523,73.7512,432,7,"E","Asia/Omsk"
9158,"Tevriz airport","Tevriz","Russia","",\N,57.5243,72.4653,456,7,"U","Asia/Omsk"
9159,"Besobe airport","Bestobe","Kazakhstan","",\N,52.4986,73.1434,645,6,"N","Asia/Qyzylorda"
9160,"Stepnogorsk airport","Stepnogorsk","Kazakhstan","",\N,52.3575,71.7865,432,6,"N","Asia/Qyzylorda"
9161,"Bekdash airport","Karabogaz","Turkmenistan","",\N,41.5397,52.5711,12,5,"U","Asia/Ashgabat"
9162,"Adamovka","Adamovka","Russia","","UWOD",51.4929,59.92752,931,6,"N","Asia/Yekaterinburg"
9163,"Kvarkeno","Kvarkeno","Russia","","UWOH",52.078333,59.683333,305,6,"U","Asia/Yekaterinburg"
9164,"Sikeston Memorial Municipal","Sikeston","United States","SIK","KSIK",36.8988889,-89.56175,315,-6,"A","America/Chicago"
9165,"Nynashamn Ferry Port","Nynashamn","Sweden","NYN",\N,58.9,17.95,0,1,"E","Europe/Stockholm"
9166,"Rodby Port","Rodby","Denmark","ROD",\N,54.65,11.35,0,1,"E","Europe/Copenhagen"
9167,"Puttgarden","Puttgarden","Germany","QUA",\N,54.5,11.2167,0,1,"E","Europe/Berlin"
9168,"Sonevafushi","Sonevafushi","Maldives","",\N,5.112336,73.07805,0,5,"U","Indian/Maldives"
9169,"Royal Island Resort","Royal Island Resort","Maldives","",\N,5.162911,73.053578,0,5,"U","Indian/Maldives"
9170,"Royal Island Resort","Royal Island Resort","Maldives","",\N,5.162911,73.053578,0,5,"U","Indian/Maldives"
9171,"Port of Belfast","Belfast","United Kingdom","BE2",\N,54.6178,-5.9017,0,0,"E","Europe/London"
9172,"Stranraer Ferry Port","Stranraer","United Kingdom","SR2",\N,54.902,-5.027,0,0,"E","Europe/London"
9173,"Oceano County Airport","Oceano","United States","L52","KL52",35.10147222,-120.62236111,14,-8,"U","America/Los_Angeles"
9174,"Eupen - Rail","Eupen","Belgium","",\N,50.3743,6.0201,1000,1,"E","Europe/Brussels"
9175,"Tetiaroa Airport","Tetiaroa","French Polynesia","TTI","NTTE",-17.0132999,-149.5870056,0,-10,"N","Pacific/Tahiti"
9176,"Osnabrueck Hbf","Osnabrueck","Germany","",\N,52.272778,8.061111,207,1,"E","Europe/Berlin"
9177,"Hannover Hbf","Hannover","Germany","",\N,52.366667,9.716667,180,1,"E","Europe/Berlin"
9178,"Floyd Bennett Memorial Airport","Queensbury","United States","GFL","KGFL",43.341222,-73.610305,328,-5,"A","America/New_York"
9179,"Saratoga County Airport","Ballston Spa","United States","5B2","K5B2",43.050722,-73.861638,433,-5,"A","America/New_York"
9180,"Burrello-Mechanicville Airport","Mechanicville","United States","K27",\N,42.893133,-73.66845,195,-5,"A","America/New_York"
9181,"Tampa Padang","Mamuju","Indonesia","MJU","WAWJ",-2.583333,119.033333,2,8,"N","Asia/Makassar"
9182,"Crystal River","Crystal River","United States","CGC","KCGC",28.8676111,-82.5741111,9,-5,"A","America/New_York"
9183,"Martin State","Baltimore","United States","MTN","KMTN",39.3256667,-76.4137778,22,-5,"A","America/New_York"
9184,"Lincoln Regional Airport Karl Harder Field","Lincoln","United States","LHM","KLHM",38.9091667,-121.3513333,121,-8,"A","America/Los_Angeles"
9185,"Fostoria Metropolitan Airport","Fostoria","United States","FZI","KFZI",41.1908333,-83.3930833,752,-5,"A","America/New_York"
9186,"Eastern Slopes Regional","Fryeburg","United States","IZG","KIZG",43.9911389,-70.9478889,455,-5,"A","America/New_York"
9187,"Coral Creek","Placida","United States","","FA54",26.8537417,-82.2526028,8,-5,"A","America/New_York"
9188,"Lakefront","New Orleans","United States","NEW","KNEW",30.0424167,-90.02825,7,-6,"A","America/Chicago"
9189,"Pappy Boyington","Coeur d'Alene","United States","COE","KCOE",47.7743056,-116.8195833,2320,-8,"A","America/Los_Angeles"
9190,"Beaumont Municipal","Beaumont","United States","BMT","KBMT",30.0702044,-94.2150967,32,-6,"A","America/Chicago"
9191,"Vermilion Regional","Danville","United States","DNV","KDNV",40.1996944,-87.5955278,696,-6,"A","America/Chicago"
9192,"Varberg Railway Station","Varberg","Sweden","",\N,57.107118,12.2520907,0,1,"E","Europe/Stockholm"
9193,"Coonabarabran","Coonabarabran","Australia","COJ","YCBB",-31.337221,149.27194,2117,10,"O","Australia/Sydney"
9194,"Toronto Union Station","Toronto","Canada","",\N,43.645278,-79.380556,249,-5,"A","America/Toronto"
9195,"Windsor Station","Windsor","Canada","",\N,42.3254,-83.0092,623,-5,"A","America/Toronto"
9196,"Dearborn Amtrak Station","Dearborn","United States","",\N,42.312222,-83.198611,591,-5,"A","America/New_York"
9197,"Merritt Island Airport","Cocoa","United States","COI",\N,28.3416111,-80.6854722,6,-5,"A","America/New_York"
9198,"Valkaria Municipal","Valkaria","United States","X59",\N,27.9608611,-80.5583333,26,-5,"A","America/New_York"
9199,"Space Coast Reg'l Airport","Titusville","United States","TIX",\N,28.5148,-80.7992278,34,-5,"A","America/New_York"
9200,"Sebastian Municipal","Sebastian","United States","X26",\N,27.81325,-80.4955833,21,-5,"A","America/New_York"
9201,"Terrace Bay","Terrace Bay","Namibia","TCY",\N,-19.9705556,13.0244444,0,1,"N","Africa/Windhoek"
9202,"Nxabega Airstrip","Nxabega","Botswana","","FB57",-19.5147,22.77665,3100,2,"U","Africa/Gaborone"
9203,"Kelani River-Peliyagoda Waterdrome","Colombo","Sri Lanka","KEZ",\N,6.967463700288899,79.88197231301456,28,5.5,"N","Asia/Colombo"
9204,"Polgolla Reservoir","Kandy","Sri Lanka","KDZ",\N,7.325125009685146,80.64211571225314,1472,5.5,"N","Asia/Colombo"
9205,"Bumi","Bumi Hills","Zimbabwe","","FVBM",-16.81685727384918,28.348887920401467,1633,2,"N","Africa/Harare"
9206,"Priv","Lagos","Portugal","",\N,37.096744,-8.663535,0,0,"E","Europe/Lisbon"
9207,"Warnervale Airport","Warnervale Airport","Australia","","YWVA",-33.240833,151.427778,25,10,"U","Australia/Sydney"
9208,"Boat","Hati","Haiti","",\N,19.15,-73,0,-5,"N","America/Port-au-Prince"
9209,"Boat","Hati","Haiti","",\N,19.1,-73,0,-5,"N","America/Port-au-Prince"
9210,"Cartitas","Hati","Haiti","",\N,18.55,-72.3,50,-5,"N","America/Port-au-Prince"
9211,"Boat","Hati","Haiti","",\N,19,-73,0,-5,"N","America/Port-au-Prince"
9212,"Hospital","Port Au Prince","Haiti","",\N,18.5501,-72.3001,50,-5,"N","America/Port-au-Prince"
9213,"Clinic","Saint Marc","Haiti","",\N,19.1001,-72.7001,30,-5,"N","America/Port-au-Prince"
9214,"Village","Dodard","Haiti","",\N,19.0661,-72.3001,2639,-5,"N","America/Port-au-Prince"
9215,"Bouarfa International","Bouarfa","Morocco","","GMFB",32.518889,-1.9775,3564,0,"N","Africa/Casablanca"
9216,"Beijing West Railway Station","Beijing","China","",\N,39.8955463,116.3201722,167,8,"N","Asia/Chongqing"
9217,"Hung Hom Railway Station","Hong Kong","Hong Kong","",\N,22.303067,114.18152699999996,39,8,"N","Asia/Hong_Kong"
9218,"NYERI","NYERI","Kenya","NYE","HKNI",-0.34,36.91,5830,3,"U","Africa/Nairobi"
9219,"Angaga Seaplane Dock","Alifu Dhaalu Atoll","Maldives","",\N,3.652859,72.824086,2,5,"N","Indian/Maldives"
9220,"Madoogali Seaplane Dock","Alifu Atoll","Maldives","",\N,4.0956,72.753439,2,5,"N","Indian/Maldives"
9221,"Effingham Memorial Airport","Effingham","United States","1H2","KEFH",39.07,-88.534,585,-6,"A","America/Chicago"
9222,"Stoke","Stoke-on-Trent","United Kingdom","",\N,53,2.18333,500,0,"E",\N
9223,"Tobermory Dock","Tobermory","Canada","",\N,45.2578121,-81.6637838,1335,-5,"A","America/Toronto"
9224,"South Baymouth Docks","South Baymouth","Canada","",\N,45.5564479,-82.0071535,1335,-5,"A","America/Toronto"
9225,"Andrau Airport","Houston","United States","AAP","KAAP",29.43,-95.35,80,-6,"A","America/Chicago"
9226,"Flying Cloud Airport","Eden Prairie","United States","FCM","KFCM",44.4938,-93.2726,906,-6,"A","America/Chicago"
9227,"Likoma Island Airport","Likoma Island","Malawi","LIX","FWLK",-12.083,34.733001,1600,2,"N","Africa/Blantyre"
9228,"Johnson County Airport","Olathe","United States","OJC","KOJC",38.5051,-94.4415,1096,-6,"A","America/Chicago"
9229,"Sigiriya Airport","Sigiriya","Sri Lanka","GIU","VCCS",7.57212,80.43412,630,5.5,"N","Asia/Colombo"
9230,"Westbahnhoff","Vienna","Austria","XWW",\N,48.196667,16.337778,600,1,"E","Europe/Vienna"
9231,"York Mills GO Bus Terminal","York Mills","Canada","",\N,43.745,-79.406389,449,-5,"A","America/Toronto"
9232,"Neumuenster","Neumuenster","Germany","EUM","EDHN",54.079069,9.941719,69,1,"E","Europe/Berlin"
9233,"Tak","Tak","Thailand","TKT","VTPT",16.89611,99.25361,478,7,"N","Asia/Bangkok"
9234,"Marshall Aiport","Marshall","United States","",\N,44.4469,95.7883,354,8,"A","Asia/Ulaanbaatar"
9235,"Meedhuffushi Seaplane dock","Meedhuffushi Island","Maldives","",\N,3.003899,73.000696,0,5,"U","Indian/Maldives"
9236,"Lake Simcoe","Barrie-Orillia","Canada","YLS","CYLS",44.487778,-79.559444,972,-5,"A","America/Toronto"
9237,"Huronia","Midland","Canada","YEE","CYEE",44.684722,-79.929167,773,-5,"A","America/Toronto"
9238,"Markham","Markham","Canada","NU8","CNU8",43.935278,-79.263333,807,-5,"A","America/Toronto"
9239,"Stanhope","Haliburton","Canada","ND4","CND4",45.110833,-78.64,1066,-5,"A","America/Toronto"
9240,"Lindsay","Lindsay","Canada","NF4","CNF4",44.364722,-78.783889,895,-5,"A","America/Toronto"
9241,"Niagara District","Saint Catherines","Canada","YCM","CYSN",43.191667,-79.171111,321,-5,"A","America/Toronto"
9242,"Apopka","Orlando","United States","X04",\N,28.707222,-81.581667,143,-5,"A","America/New_York"
9243,"Edenvale","Edenvale","Canada","","CNV8",44.438889,-79.965278,718,-5,"A","America/Toronto"
9244,"Orillia","Orillia","Canada","","CNJ4",44.683333,-79.316667,725,-5,"A","America/Toronto"
9245,"Holland Landing","Holland Landing","Canada","","CLA4",44.089444,-79.495,855,-5,"A","America/Toronto"
9246,"Kent","Chatham","Canada","XCM","CNZ3",42.306111,-82.081667,645,-5,"A","America/Toronto"
9247,"Parry Sound","Parry Sound","Canada","YPD","CNK4",45.253889,-79.827778,830,-5,"A","America/Toronto"
9248,"Saugeen","Hanover","Canada","","CYHS",44.158056,-81.063333,940,-5,"A","America/Toronto"
9249,"Brandywine Airport","West Goshen Township","United States","OQN","KOQN",39.5924,-75.3455,466,-5,"A","America/New_York"
9250,"Batoka","Livingston","Zambia","",\N,-17.53,25.5,3235,2,"U","Africa/Lusaka"
9251,"Manassas","Manassas","United States","MNZ","KHEF",38.721389,-77.515556,192,-5,"A","America/New_York"
9252,"Texas Gulf Coast Regional","Angleton","United States","","KLBX",29.1086389,-95.4620833,25,-6,"A","America/Chicago"
9253,"Bubovice","Bubovice","Czech Republic","","LKBU",49.974422,14.180801,1385,1,"E","Europe/Prague"
9254,"Shenzhen Railway Station","Shenzhen","China","",\N,22.5344,114.1121,67,8,"N","Asia/Chongqing"
9255,"Rakkestad Flyplass","Rakkestad","Norway","","ENRK",59.3975,11.3469,381,1,"E","Europe/Oslo"
9256,"Johnstown Amtrak","Johnstown","United States","",\N,40.3297222,-78.9222222,1142,-5,"A","America/New_York"
9257,"Harvey Field S43","Snohomish WA","United States","",\N,47.904451,-122.102529,22,-8,"A","America/Los_Angeles"
9258,"Urgup","Urgup","Turkey","",\N,38.606239,34.860276,4000,2,"E","Europe/Istanbul"
9259,"Dolo Ado","Dolo Ado","Ethiopia","",\N,4.175858,42.034083,630,3,"U","Africa/Addis_Ababa"
9260,"AYaou","Yaou","French Guiana","",\N,3.724286,-53.974698,0,-3,"N","America/Cayenne"
9261,"Camop","Camopi","French Guiana","",\N,3.17004,-52.337801,0,-3,"N","America/Cayenne"
9262,"CApat","Croisee d Apatou","French Guiana","",\N,5.04305,-54.0425,0,-3,"N","America/Cayenne"
9263,"Citro","Citron","French Guiana","",\N,4.730072,-53.95158,0,-3,"N","America/Cayenne"
9264,"DieuM","Dieu Merci","French Guiana","",\N,4.782964,-53.260539,0,-3,"N","America/Cayenne"
9265,"Dorli","Dorlin","French Guiana","",\N,3.7353,-53.5287,0,-3,"N","America/Cayenne"
9266,"Elyse","Elysee","French Guiana","",\N,4.75,-54.05,0,-3,"N","America/Cayenne"
9267,"Herap","Morsbach","France","",\N,49.160592,6.864892,0,1,"E","Europe/Paris"
9268,"OSMSE","Saint Elie","French Guiana","",\N,4.81444,-53.28833,0,-3,"N","America/Cayenne"
9269,"Prevo","Remire","French Guiana","",\N,4.89333,-52.29222,0,-3,"N","America/Cayenne"
9270,"Sisli Belediyesi Evlendirme Dairesi Heliport","Istanbul","Turkey","",\N,41.0410805,28.9923138,100,2,"E","Europe/Istanbul"
9271,"Kadikoy Ispark Heliport","Istanbul","Turkey","",\N,40.989305,29.018833,100,2,"E","Europe/Istanbul"
9272,"Bingol","Bingol","Turkey","BGG","LTCU",38.86111,40.5925,3490,2,"E","Europe/Istanbul"
9273,"Uzunyazi","Kastamonu","Turkey","KFS","LTAL",41.316944,33.796111,3520,2,"E","Europe/Istanbul"
9274,"Okawango Lodge","Okawango","Botswana","",\N,-19.25,23.09,3100,2,"N","Africa/Gaborone"
9275,"Kai Tak","Hong Kong","Hong Kong","","HKGX",22.317883,114.202108,50,8,"U","Asia/Hong_Kong"
9276,"Elstree","Elstree","United Kingdom","","EGTR",51.4807,-0.00093,250,0,"E","Europe/London"
9277,"Sandtoft Airfield","Sandtoft","United Kingdom","","EGCF",53.559444,-0.858332,11,0,"E","Europe/London"
9278,"Bourne Park","Hurtsbourne Tarrant","United Kingdom","",\N,51.264449,-1.461975,550,0,"E","Europe/London"
9279,"Hite Airport","Hanksville","United States","UT3",\N,37.8916547,-110.3840289,3840,-7,"A","America/Denver"
9280,"Dieppe Ferry Port","Dieppe","France","",\N,49.933616,1.088039,0,1,"E","Europe/Paris"
9281,"Newhaven Ferry Port","Newhaven","United Kingdom","",\N,50.790385,0.054551,0,0,"E","Europe/London"
9282,"Ollantaytambo Train Station","Ollantaytambo","Peru","",\N,-13.263155,-72.270291,9160,-5,"N","America/Lima"
9283,"Aguas Calientes Train Station","Aguas Calientes","Peru","",\N,-13.1556,-72.5238,6693,-5,"N","America/Lima"
9284,"Poroy Train Station","Cusco","Peru","",\N,-13.4944,-72.0421,11710,-5,"N","America/Lima"
9285,"Aberdeen Harbour","Aberdeen","United Kingdom","",\N,57.13967,-2.07467,0,0,"E","Europe/London"
9286,"Lerwick Harbour","Lerwick","United Kingdom","",\N,60.15,-1.13333,0,0,"E","Europe/London"
9287,"Torshavn Harbour","Torshavn","Faroe Islands","",\N,62.0057,-6.7717,0,0,"E","Atlantic/Faeroe"
9288,"Seydisfjordur","Seydisfjordur","Iceland","",\N,65.26016,-14.00905,0,0,"E","Atlantic/Reykjavik"
9289,"Queen Street Station","Glasgow","United Kingdom","GLQ",\N,55.8622,-4.2512,50,0,"E","Europe/London"
9290,"Torit","Torit","South Sudan","","HSTR",4.411111,32.578889,2018,3,"N","Africa/Juba"
9291,"Falmouth Port","Falmouth","Jamaica","",\N,18.492762,-77.649675,0,-5,"N","America/Jamaica"
9292,"Cozumel Port","Cozumel","Mexico","",\N,20.510439,-86.94925,0,-6,"A","America/Mexico_City"
9293,"Philipsburg Port","Philipsburg","Netherlands Antilles","",\N,18.012868,-63.045242,0,-4,"N","America/Curacao"
9294,"Basseterre Port","Basseterre","Saint Kitts and Nevis","",\N,17.290464,-62.709473,0,-4,"N","America/St_Kitts"
9295,"Charlotte Amalie Port","Charlotte Amalie","Virgin Islands","",\N,18.335431,-64.926824,0,-4,"N","America/St_Thomas"
9296,"San Juan Port","San Juan","Puerto Rico","",\N,18.458992,-66.097693,0,-4,"N","America/Puerto_Rico"
9297,"Santa Barbara Train Station","Santa Barbara","United States","",\N,34.413611,-119.691667,8,-8,"A","America/Los_Angeles"
9298,"Eugene Amtrak Station","Eugene","United States","",\N,44.055062,-123.092372,426,-8,"A","America/Los_Angeles"
